query_0,value_1,query_2,value_3,query_4,value_5,query_6,value_7,query_8,value_9,query_10,value_11,query_12,value_13,query_14,value_15,query_16,value_17,query_18,value_19,query_20,value_21,query_22,value_23
-0.0024770291056483984,0.5311436653137207,0.024813421070575714,0.500752329826355,0.16254550218582153,0.26157334446907043,0.671687662601471,0.3764605224132538,-0.1665283441543579,0.5255553126335144,1.2230015993118286,1.9247864484786987,0.16150860488414764,0.8558884859085083,-0.11932460963726044,1.7691442966461182,0.3663490414619446,2.3159968852996826,9.700901985168457,2.1562421321868896,1.751664638519287,0.5264276266098022,4.239074230194092,-0.11742386221885681
0.0016919149784371257,0.5262846946716309,0.7032397389411926,0.48179593682289124,0.17978258430957794,0.2569785714149475,0.4277888238430023,0.3615511655807495,-0.7407037019729614,0.5694380402565002,0.44197526574134827,1.9071136713027954,0.15450264513492584,0.9050096273422241,-0.08074735105037689,1.8332067728042603,0.14730888605117798,2.331082820892334,11.054240226745605,2.098233461380005,1.6743940114974976,0.706408679485321,2.987431049346924,-0.11354818195104599
-0.004636112134903669,0.5140469074249268,0.04752117395401001,0.5049375295639038,0.18086427450180054,0.2620497941970825,1.2282273769378662,0.39971405267715454,-0.14491701126098633,0.5093947649002075,1.1755720376968384,1.8917393684387207,0.1634693443775177,0.8348643183708191,-0.13520307838916779,1.768216848373413,0.21042439341545105,2.0586061477661133,0.42072615027427673,2.185051202774048,1.7696856260299683,0.4969989061355591,14.903925895690918,-0.12048090249300003
-0.003691422753036022,0.5291826725006104,0.024630099534988403,0.5089806318283081,0.16556291282176971,0.2625356614589691,1.2093424797058105,0.38944312930107117,-0.05198421701788902,0.5115372538566589,0.7585261464118958,1.851662516593933,0.16345620155334473,0.832577109336853,-0.14585146307945251,1.7197465896606445,0.20087027549743652,2.204012155532837,0.13281045854091644,2.154635429382324,1.7927402257919312,0.49752187728881836,1.0574467182159424,-0.12070928514003754
-0.0009624518570490181,0.5358565449714661,0.23700904846191406,0.5031079649925232,0.20818008482456207,0.2566971480846405,0.49964603781700134,0.3815724551677704,-0.7554269433021545,0.5186624526977539,0.254067987203598,1.908160924911499,0.16393624246120453,0.8587762713432312,-0.09978140145540237,1.812117576599121,0.43163537979125977,2.3122777938842773,0.15944918990135193,2.169996738433838,1.724632740020752,0.545012891292572,0.7230008840560913,-0.11843236535787582
0.001304300152696669,0.5230904817581177,0.04052526503801346,0.4974372088909149,0.19690600037574768,0.26081857085227966,1.1650258302688599,0.3827314078807831,-1.761604905128479,0.5251398682594299,0.4010004997253418,1.9033452272415161,0.16585344076156616,0.8436425924301147,-0.10657115280628204,1.7037756443023682,0.1472872644662857,2.2021028995513916,0.5015509128570557,2.1982860565185547,1.7398641109466553,0.5217942595481873,11.941329002380371,-0.11947547644376755
0.5010591745376587,0.5250007510185242,0.02198144607245922,0.5132876634597778,0.19841191172599792,0.26220911741256714,0.4396328926086426,0.38492685556411743,-0.3478275239467621,0.5327847599983215,0.705622136592865,1.8429310321807861,0.163179412484169,0.8479213714599609,-0.1325410008430481,1.7042102813720703,0.10132008045911789,2.2597124576568604,0.30984848737716675,2.1176557540893555,1.7499315738677979,0.5424512624740601,0.9218778610229492,-0.11830335855484009
0.0015904325991868973,0.5351597666740417,0.07507751137018204,0.5067113041877747,0.20571328699588776,0.2612057030200958,1.1670171022415161,0.3747722804546356,-1.017038345336914,0.5448898077011108,1.3677572011947632,1.922580361366272,0.16517086327075958,0.8576892614364624,-0.12545661628246307,1.7924089431762695,0.5544422268867493,2.3187785148620605,0.16091911494731903,2.1964404582977295,1.7403814792633057,0.5429276823997498,202.39385986328125,-0.11862119287252426
0.00028288099565543234,0.5307974815368652,0.6669325232505798,0.512985110282898,0.1679646223783493,0.2636379897594452,0.347209095954895,0.3945143222808838,-0.05289393663406372,0.5035213828086853,0.2790011167526245,1.887780785560608,0.1708604097366333,0.8214213848114014,-0.16555260121822357,1.7879207134246826,0.4233788847923279,2.1477065086364746,0.23301555216312408,2.186167001724243,1.7488967180252075,0.4773299992084503,2.906618118286133,-0.12154874950647354
0.01860455609858036,0.521736204624176,0.11377373337745667,0.5132169127464294,0.15971891582012177,0.25924772024154663,0.37017881870269775,0.397772878408432,-0.10746533423662186,0.5168843865394592,0.6850253939628601,1.9361509084701538,0.16659317910671234,0.8315660953521729,-0.14095604419708252,1.7038859128952026,0.10042782872915268,2.2695040702819824,0.10510565340518951,2.18837571144104,1.7722681760787964,0.5039958953857422,199.72763061523438,-0.11985819786787033
